,tweet,label
72,a xizame xo kwapa hi,0
73,hi ta hambana hi ma central   ,0
74,afinal fere a vista  ni dzivaleli a ni nga swi tivi ,0
75,uta kuma timaka hi maka ma brincadeira,0
76,wena uni ntxumo uxi mahaka ni guele ingui u bom pra puto puto mas haaaaa,0
77,wenna  hu ta ni txanissa ih voz man ,0
78,va mu tlelile pah  tlelaaa,0
79,misava yi bihile ihhhh ,0
80,tiva hini hi khu fassa  ,0
81,hi dlawile  ,0
82,kasse mamana ya wena ii herioa,0
83,himakha mune lesho em moz seria ku ba mpama mina durante,0
84,u la ku nitxintxa my baby u la ku nitxintxa my baby,0
85,nitaku panhula hi xinwui xa tiro,0
86,unga ni lheki,0
87,mina ningue fambi hi lane,0
88,a xizami ehhh ,0
89,na unitiva tem opium ,0
90,wa nsila lweyii  damnnnnnnn,0
91,senhora atirha hospital privado lani a humaka kona vatwa hiyena vana vayena angava pfumeli vatlanga na vana vanwani   ,0
92,u ta swi vona ,0
93,pfutseka para ti que ttaste,0
94,heee  ha ni wa lewso mina ,0
95,wa vizinhouuu nikonbela ko loyiwaaaa ,0
96,nitaku panhula ih xinwe xa tiro ,0
97,nako male ya mu phuntissa ,0
98,depois saem hi matalane vha buya vhata yih hlupa,0
99,swi mbeni e m vagwi ya m like,0
100,vamos demostrar solidariedade masculina a xi pfutseki ,0
101,manhokonhoko tsem   swa ti mbangue ni ma cigarri leswoooo lol just jkn ,0
102,vataku yivissa mova mamanou owooooooh wa tlanga wena keep tlanguing uta dzila ,0
103,unga lhai lava v lhayaka swaku kuni ma gerador nem a v kutive albasine cola ka maputsu ambi bobole loko kungana placa ava ku tive ja v tiva ma gerador ya tiko hewenou hambe male kona ma gerador a mana gasolina pru falta ya oramento,0
104,a vhula vhula ngopfu problema,0
105,a biwile hi xoque mano mone txiii ,0
106,nitaku panhula hi xikwe xa tiro l  ,0
107,hambi honi nhenha kassi wani nhenha wayi uni nhenha  mavelevele hustler ,0
108,haaaaaaaaaaaa wa hemba ,0
109,xitombo xa zaida,0
110,ya pokehh o xpantuu llzz,0
111,aweh a tihlu  ,0
112,xa gwirha hiiiii a xi vojani ,0
113,ahu xitwi xizami pap ,0
114,conforme muswivonaka va timile maguezi khanimambo edm,0
115,hi honili ini j ,0
116,colisena  awe xitombo xa mwako uly istrato xanhine wako lexy,0
117,cada porcaria hosi yanga,0
118,edjoo fria ta kwapar,0
119,a u tivi ntxumu,0
120,para depois anga nandzike leswo swa ma foto hum ,0
121,fui dar uma chance a sushi swani luma ndzene,0
122,himina muyivi wa botija  ,0
123,manter estrada que estamos a pagar munga hilhupi,0
124,ka hissa lah kah maputso,0
125,marido aps ter pedido ch h uma hora ser que ni ta kweva a chana namutla esposa u ta kweva boy alis boss marido hi mani boy esposa ni phazamile hi wena boss assim estamos na esquadra ,0
126,ku gama ku humelela mabandido  ,0
127,swi tivissi swi biya kkkk,0
128,wa loya ,0
129,porras ya swi t gama hi merda,0
130,bom rapper a gama ku biwa ,0
131,x lava kunha s mara wa xi lumbeta,0
132,fotos do idai tsika ku hi hembela ,0
133,ku biya kwaku,0
134,nem  wow kasi a ni ya kwini,0
135,matximba yaku ingui swa mahala  ,0
136,wa biwa wene,0
137,he ningoss ani voni ku biha loku hiya hala ka twitter na whtspp mara ka facebook swibihini niri khombomunimozambique,0
138,hiiiiiiii wa ni xicha ,0
139,hawena hinga ni tsika pah ,0
140,epa a swi dare,0
141,utwa mbangui wena ,0
142,ina ku jika jika ntsena,0
143,ni ta ku ronha gotwana ,0
144,ni khome buti ,0
145,sister lowi hikuya himina angatekiwange end ana vana vanarho va papa vo habana end angangeni kereka nabiya wa phuza,0
146,a vavasati ya tswira a tibi bem hi nhloko ,0
147,rixile vha haxi leswi ningakaswona namuntlha swivhavha ngopfo  aswihambananga no bhukela a t v yokala yinga vulavuli ka xiphemu lexo sungula nita muvhona kola ka twiter   ,0
148,tivha yini hi paixao wenaa ,0
149,oh ok x niku txiketile,0
150,wa gwira weni pa,0
151,va xisati hi kotala avana sapoti wansati hambi loko ari president u tsaka hi kuxaveliwa vatlela vadiziwa niri la moz,0
152,edm djoh wa hi danissa,0
153,wa famba o duwuliwa,0
154,famba txuta hahaha ,0
155,minga valavuli hi  mbilu ya mina ya vava vahaxi,0
156,ihhhhh ih ih ih um perigoso awenaaaaaa,0
157,wena awu ni tendere nkata ,0
158,fissekane ni barcelona yenu  hallamadid ,0
159,wa loya wene  hi tsiki,0
160,sangula ku switwa ti vutisa ku va ngave va endle yin xakahle namuthla,0
161,niva vonili lavaka mhani ku va xongile swinene ndlela ya xai xai na yona ya penga na leswa maphorisa loko swiku yimisa swo tirha ro no problem the problem is coca cola ,0
162,aweennn ka hissah nem haku sebaa doze,0
163,ih piki sixti i dii nirmil ftsekeee maluuuuco,0
164,nada a swi twsisiseke ,0
165,tsek wena satan,0
166,wa yitiva  wena kumbe hota mbangui loko yi nhiwe himbutina we    ,0
167,yeahfamba a la mierda ,0
168,dadinhaz around tha world hani tsikka ka maputo afamba a tshama london,0
169,a mbangui mu dzahaka yowe yowe,0
170,ni caralile boy,0
171,xitombo xa ngwako ,0
172,uwani me chamou de marandza ih,0
173,futseka wena famba ti ginha hi xpinhosa ,0
174,ni ta rendera,0
175,aah futsek wena ,0
176,xitombo xa nhomphi  ,0
177,xitombo xa wanku,0
178,a va vassati va loya,0
179,futseka wena eh ,0
180,amitxino ya barhule yifambisana nitisimu ta yenaiswo rhuketela hikwaswo     ,0
181,wa hlanya wena kea bona ,0
182,admitam mu vha yive nwine,0
183,fisseke wena pah ,0
184,sabedorialocal leswi munga ka swona swi fana ni kuya rhinga nyanga kumbe ya tirha ti vonele ngozi madala ndota dlviomachava,0
185,wa hi hemba mane ,0
186,maputo ka hisa sorry la,0
187,hahahah u ta rendera,0
188,essa noite  swa hila,0
189,loku u gwuira ni ta ku tsika  ,0
190,loku u dlhawa hi precoce  ,0
191,aaaaassh wena mani ,0
192,rt  obama ce u dakwile ,0
193,niku zw tititi a ni ngueni mina  ,0
194,lolgtgt shii manooslowly wa biwa,0
195,sono u kwini,0
196,ya mas iiiih nada ,0
197,mhunti ya mona  sowetoem casa chokwe ,0
198,va tsike bai ,0
199,utah ni dlaya salubri ,0
200,va delela ntlha,0
201,kasi swa vava ku tsikiwa   cidade de chokwe ,0
202,uni txova yini ,0
203,high dj himi kuma kahle hirila mozambique ka khubu hi   i adolfo mimbire ka khubu,0
204,hi nga ribali futhi na mhaka leya ku dlaya vanhu va ti albino,0
205,swa vavissa vakithi ho ondza na vo kuluka,0
206,topic i vona hiku na loku mihlangana anipfuxeliwi niblockiwa ka ti social ntwrk,0
207,acula ai  aquilo ali mawaku  wa hi danissa juro,0
208,grdio paaahpastorpastor dza ku hini a hi sizi mani  ,0
209,hhw boti unga vileli xikwembu xita hlayisa sesi vana mbilo ya sathana,0
210,mma ih prigozo manji ,0
211,u tadla biloko ,0
212,munganu leswi swa lhanhelana bha  upimissa swaku o miss universo loku upfuka yuuu uli hansi,0
213,futsek wena eh ,0
214,ahahahahahaha wahidanissaa nsia d doh ih xixa hahahahhaha,0
215,a loko niko hi matilho lo bindzaminengue wo tiya,0
216,hahahaha futseka wena,0
217,utafa u siya ulombe himaka tinhama ,0
218,loku ungali wa mina swa yaswa ussussa mbilo ya mina,0
219,fvck u pha,0
220,eish vo ni kama ca chapa,0
221,hahahahaha yu yu yu yu wa hi danissa ,0
222,tsika ku hanha hutomi dza vamwanhane ,0
223,xtombo xa ngwako oskhan test us pap dont play like that ,0
224,ho va nhenhentsa,0
225,angihambi nawe wathi ngimubi wena,0
226,hhw sesi famba uya vonana na papa face to face uhlamusela mhaka ya wena papa va rhelela moya,0
227,famba ti nhela nilza  eh eh eh,0
228,ali exageram ih,0
229,ubhema ama drugs wena ,0
230,uni endla yini hivu nanga mani nile xokwe dstv   ,0
231,wa pupuruka wena,0
232,hunga kwati vavito  ni dzivalele ,0
233,nikombela ku etlhela ,0
234,f u pah ,0
235,mu randza xwa mahala ,0
236,mina vhahaxi nipfukile ni ndlhua ni teka amungano wamina hitaya ntirweni nimukeme iwa hayo lelheeeeeeeatwa axirhami katitimela la magude     ,0
237,auditoria wa matximba,0
238,namina aniswi tivi swaku president mbalula di endle yini,0
239,famba ti kundza ,0
240,na mina nile ku yingiseleni ka nongonoko lowu wo xonga swonghasi nirila mozambique ka khubu njhe      ,0
241,ubakka va ta zwa ku vava,0
242,a loko wa nuna a baleca wa nsati nambe hele bonita xicona xicona lexi xi balequisaca lueyi wa papa,0
243,wena u txela mate,0
244,hahaha ka dlala ,0
245,kalhe kalhe loko mahari kona nwina akutlelekiaku humekiaku fambekiaku tirheki aku endleki ntxumu loko nwina mahari la yotsama hi yingisela muze mufamba,0
246,heeee wenna ni tsiki,0
247,u kundzekiwile bai,0
248,eh eh eh ni livrari ,0
249,ntaku greeka wena,0
250,se buti brian nwana wa hale ka hina u kahle ngopfu ka ku khenya xi portuguese ,0
251,edj  aloko niku amp ni biwa hi zululuane ,0
252,famba te kundza pah hahahahahahahahah ,0
253,rixile he skhokho mina niku kuma hi app yinwani hambi leswi yi pfaku yi tsema tsema nina nwina nirila mozambique ka ncaincai hi ntirho ,0
254,a nuna wa wena i malandro,0
255,fambane mi te kundza nwine ok  estudos swa kho vha hambi ka kehele dza mani ,0
256,nheeee ni tsike ,0
257,deve nikuh loya xa loya,0
258,uh dzah ih mbangue mr virgil ,0
259,swa fana hi tafa ,0
260,wa biwa lwei,0
261,uni txova yini gt  moneycomio hiphopmoz,0
262,hahahahahaha faxavor ya  dont  ,0
263,khasi u djulaa niku hini mamanee,0
264,kassi wa tsonana ,0
265,agana tigana lweyi wa mamane a tiya aya kuma nhimbou agama a swi teka a swivanani a swi peta derenajii ,0
266,mas ni yetxi yini  unga ni loyissi,0
267,hahahahah futseka wena ,0
268,topic uvona hiku loku hi hlangana anipfuxeliwi and ni bockiwa ka ti social ntwrk,0
269,muhaxi mbilo yamina ya vava hi chiefseshh niri khombomunimozambique ,0
270,hahahahhahahahahhaa txoka wena,0
271,ni nga dlawi  ,0
272,timaka ku famba ngofo  hi nhimile kola maracuene  maracuene ,0
273,utd wa biwaa  ,0
274,swi dja kufembiwa  ,0
275,unga ni singuite ni mumu l,0
276,ni livrari txau,0
277,mom dii faz coisa xx eu busy cota mom futseka nkila waku o humi uxi nampfa lexi ja wa yala i love her,0
278,bwakakaka ni tsike ,0
279,uhum  evita ya ,0
280,wa biwa wened,0
281,ni kazalile phelassi,0
282,mwine mu t biwa j ma ni lhekissa ,0
283,morning swa mbangue,0
284,pfuxa  rafael ndlhovu ka mavodze  antoni nyathi la pitori  cuvuka valoyi ka xisungele i adolfo khosa la moz ka khubu,1
285,u womu sau,1
286,nina nwinaahi fambeni hita fika le ka hour  mutxayeri ifambisa kahle nongonoko mina ni tsame la back seat la a gwambeland intukulo wa gwambe na dzavale xihluke xa ngungunyane,1
287,ih kd hawena,1
288,ja wena stella,1
289,lo gaaaaaaa ni kume vanwani vantswa,1
290,gingirikani swiya hiko tembisana ka vona e ku sunguleni,1
291,aloku niku im         ya ba buluko,1
292,sala kata ha to,1
293,u ta djikimela dzi mu tsika ,1
294,loco vku nhika nikombela uni tlhamuxela bai namina ni djula fswolefswo,1
295,wasvivona svosvi kopfukiwa hikhanga hi svihlaya lesvi khaaale,1
296,eka  teka famba big ,1
297,kutta ka bacha ,1
298,help ka nhai mukomana,1
299,ni teka ni famba ou no d ko hala,1
300,obuti wa hao yena a reng,1
301,a xitilo xa bobi hi xi,1
302,vatlanga ha lona,1
303,kea tshosetsa mara o ke wena   ,1
304,swilo swa kona hi voice ya connizer,1
305,ku famba yin la africa do sul,1
306,yena a ya kwine ,1
307,wasvitiva a kutsala hixitsangana ,1
308,akuna xitombooo swaku thlanga ni mboloooo ,1
309,vhondwa djow xibhehe wa xi tiva,1
310,wa txintxa ,1
311,conforme me swi vhonaka isto requer uma conxienxia e idade elevada,1
312,kuna xukela la ka mina kuna xukelakuna xukela l ka mina kuna xukela ,1
313,vata i kuma ximuxueneee vaku magumba haleenooo,1
314,awena aku duumm amamela asvitwisisisa kahle ntiyiso linene ,1
315,na mukha ni ya kaya,1
316,conforme mo swi vonaka  ,1
317,conforme mu swi vonaka ,1
318,bwakakaka hi lhevana muito mal  ,1
319,va yi kwine a vangana va wena   vila olimpica do zimpeto ,1
320,niku vonile na nifamba hi movha ani jahile niku vone ka nkuna ka palmeri,1
321,a vasati laku tawas,1
322,mi svi vonaka,1
323,ani nhlaya leswi ni swi vonaku,1
324,a loko niku hiiin ,1
325,lano a moya wa paraia inkwawu hu fambela kolomo ento s podi u ti lunguissela bavou xi ta teka xi tereto,1
326,a macena m loukizzzy muzaia ,1
327,no mu txuvukissa lwehi wa papai ,1
328,varikufanirwa ku adviser ani,1
329,unga andlhali l bazara mintxumu ya caia ,1
330,todos escutamos mina ningu fambi yi l ,1
331,refiller boy hosi yamo ganga  ,1
332,pdi ni xava ndjaku kalhula a mintxumo ,1
333,va makwerhu a mungoyothaya em tomanineguij gaza moambique ,1
334,iii telivisor ya wena ya lego ,1
335,maji angana xi baciana lweiyo,1
336,mina ni pimisa ku tasi o desesperadocliente,1
337,u s  aqormv  ndlavela ,1
338,kasi mina se nilo onha yini ti tweets ta mina amihlayi vahaxi,1
339,kasse u txava hinni,1
340,vata rin ka wena,1
341,ni dzinginika na nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mathonsi na conny mathonsi ka xokwe  ,1
342,le wena wa ba zoza ,1
343,phula minegue ni diwa at ku huma ndzilo ,1
344,swa yantswa uti twisa hiku loku uta famba vata sala vati busa  cidade de chokwe ,1
345,ahi tivaneni mina ni leonildo wali chokwe wena ke   chokw ,1
346,wa kala babu,1
347,raha pfurha ka nsati wamina nthabiseng mashaba ka xokwe ,1
348,oww ok ih,1
349,ya ya ya  magoanine ,1
350,ka khulu lako swaswameta lo gaaaaa hi xikosi,1
351,mindzumba nina wena mais vehlo kuna moya nyana namuntla ,1
352,ku lhamba vavakulo,1
353,topic akuna ku hambana vahaxi na hlonge yinwani ntsena i respecthi bula navona ive hi share navona ka ti social,1
354,wakutiva amagude dj  akaya kaya ka mina,1
355,xa ku txukatxukanhana mas a keheleeeee  ,1
356,conforme mo swi vonaka ,1
357,taku endlela naha faka tinambara ta wena ka whatsapp leya xiputukezi,1
358,rixile he skhokho niku kuma kahle nirila ka ka ncai ncai e mozambique i adolfo mimbire la moz ka khubu,1
359,hiri ni nghena,1
360,hi ta ya ka wutomi ,1
361,sesi lindiva niku yingisela kusuka dorobeni ra chokwe mozambique kaya mbuya wayi tiva dstv kumbi wotwa  ,1
362,minjane vahaxi vhantokoto mina nipfukile nonyimela ankama waphaphama wu hela nita kota a kuya ntirwene hikuva akutireke loko kahana nwina vhahaxi     ,1
363,swili leswi u tivaka nguiza hina ku lava hi nyombela ,1
364,ali mina ni ,1
365,ni tsundzuka vicente sambo a putfontein police station  ka xingange nsati wamina nthabiseng mashaba ka xokwe ,1
366,ba teka teka teka hi mani mulato ba teka teka teka hi mani mulungo ba teka teka teka hi mani mbanyanga xilhaulamani,1
367,a xitiloo xa boby hiii nchine ,1
368,conforme mi swi vonaka,1
369,ahahahahaha ih ya ya ya ,1
370,wena kumele uhambiswe ,1
371,uh stivissa ku ine leswu ,1
372,makwenu wa wena,1
373,mozambique is burning tag nghena mintirho wa vulavula  chicualacuala district ,1
374,tavuya vahaxi mahaka matorokisi ni muyingisile niri kola akaya amagude mozambique  ,1
375,mabermuda matilhoxa wula wula  ,1
376,he  kombela ntirhu ta replace rendani ndou ani maphepha hungu yari iya ka pirates   ,1
377,estrela we u randza mane ku mina na yena,1
378,nimu yingisela nile ka xokwe mozambique dstv,1
379,uyaphi ku  nendoda ,1
380,mara dj wa marhandza mavhavha ,1
381,wa switiva papa,1
382,streaming  live ni ri kwala maputo bondia  amp ,1
383,pandzela ntsandza wa majaha nwana i tiva hi mutswari baji ra makhelwani wari ambala ritlhela ,1
384,ih rihanna djon  ,1
385,xitiloo xa djanine xitilo xa bobixine ahh yowee ,1
386,ningene na nwina eka  nili kwala mozambique ka macia hi xohondzo lexi    ,1
387,wa vurisa mfowethu ,1
388,niku khoma nile xokwe dstv,1
389,teka famba ou gina ,1
390,ya xigadzana ehh,1
391,li fana ni nhwungue vow ngo gzula lani mussavene,1
392,xanga xa malembe xita vamba xita buya ,1
393,acha tariqa hai rt lene ka,1
394,vo hi fridjela wenou vo hi komba fswaku a ndlela ya sathana ya tika ka hissa ala ansi j wena langa kumbe u lava kuhissa loko ou kumbe pradise,1
395,to twhii ni mikuma kahle nirila mozambique ka khubu adolfo corsa lweyitagxma,1
396,mi nga koloti munhu xanchumu loko ku nga ri ku rhandzana hikuva loyi a rhandzaka munhukulobye u wu hetisisile nawu  varhoma ,1
397,niku sw tititi  ,1
398,wandilahla hla wena shm,1
399,he mfoo wa xitwa xipapilani xa kokwani dala   ,1
400,swiyimbeleri ahi yeni  miva byela ku hina hi tiva ndlelasenya retla patela  mozambique ,1
401,namina ihm swa gamba ja na via,1
402,nidzumba nanwina ka mungana,1
403,ehhh yeweni lawa ku dog style ,1
404,nasty c ih ,1
405,famba moyeni bafanas ,1
406,xilo ndla yin ni kayerini,1
407,loko yi dyiwa jaaa,1
408,hai wena mun   ,1
409,niku khoma nile xokwe mozambique ,1
410,mina noh famba ,1
411,bona kuri wendle yini munu waxikwembu,1
412,kaya ka vo vovo nkanyini wa mgilo  magude ,1
413,round  ya  nili kwala a mozambique seni fikile a maputo    ,1
414,na vadwa ani sida a nina nuna nita feva ku kundza ka hissa ka titimela hissa ndzeni handle tilhanpfe,1
415,kama bill gates angekua ni nchi basi angekua ni nchi ya  kwa utajiri duniani elimikawikiendi,1
416,lol tavuya ka mana thembi hahahaha aku tleleki meu irmao    ,1
417,namuvona buti tlhoye lowo yingana wona loko yifika a jone yi hembela a swi ntombana yiku papa yona i mulungo i nwana mama loyi mhani wayona angadji dinner yingase vuya akaya ari aswielhe ningase vona boy boy wamina yirandza a music wa sjava ,1
418,mara dj unjani wena hiiii  ,1
419,swi txiki leswo os dois se txendam aqui,1
420,hayi ta humesa ta humesa ta humesa ta humesa masupa,2
421,wena na mina,2
422,hahahaha wena pa ,2
423,i luh ya papi,2
424,ni pfhukile ho ini kupfhuka,2
425,swa yantswa niva mbuya nita kuma ma regalias ,2
426,ni bom by noh dja djuala ntse,2
427,comekiee  ni speed cumbi sfwayantswa ,2
428,twana a marhito ya ntiyiso ,2
429,niku yingiseli niri ka xokwe mozambique  mindzumba,2
430,swa hini a ukanho dza bom,2
431,awenaaaah u mukulu  ,2
432,karingana wa karinganajos craveirinha,2
433,swi helile swa ma pank finish ,2
434,hi nkomu mo hini hi ku pfuka  ,2
435,na hina hi gud  nambi yi txonille hi rait  ,2
436,swa banana pah mas passamos na mesma,2
437,munhu wa mina ku saseka,2
438,swivula kurhi xithembiso xa vona axika hetisekanga hikuva a xihlangi hixona xi tiyisaka a varadzane aka rixaka hambi kurhi mungangeni akurhi adam siolhe la chibuto mozambique,2
439,teka famba papu,2
440,wena unga zuzumeli ni dzweli kumbe ni ta xava kwini a ma xiluva ntsem ,2
441,mina nipfukile mara anisya helo naha yimela axikongelo xa bava maleyane nitatua ku ku djiwa yini atihelene     ,2
442,a vavasati va ma mecha ugue v heti wena,2
443,xikwembo xanga haleluia hi cussa hina j ya buya,2
444,famba kerekene nhanyana ndizwena,2
445,swi swi swi swi swi swi swi swi       j namoras,2
446,malem ya ku tala ,2
447,auxene moh ini ku pfuka,2
448,wa swi tivela  ,2
449,nwana makhuvele mukonwana wa khosa ntukulu wa manyike feliz dia do pai mhunti ya mona  ,2
450,nina wena kola xokwe mozambique  nilo geeee dstv  yrs,2
451,hi pfukile wa matimba wahi londzovota,2
452,ukanga umakuma lawa ya raymond atakuvavisa madala,2
453,loko u va kuma va tlanga tlanga nawenawe loko u va kuma va tirha tirha nawenawe loku u va kuma va phusa u nga kalavalewi hi vanghano mani,2
454,namina one day vata ni posta va beka mbilu ,2
455,a ku xonga ,2
456,xi chonguile pah,2
457,u tsika mova kaya namunthla ,2
458,alberto machavele  rungulamp  rungula a maxaka manga kule ,2
459,siku dza mundzuku adzitiviwi hi munhu s swayampsa utidondzela weeena rosalinaaaa oua rosalina de keyce no soundcloud ,2
460,epah yah afinal acontece la  dzukuta para aqui dzukuta para ali  ,2
461,s vha ni vitile niya ti dakwela nitsama hansi ni da nhama ni tlhela ni phuza ni va nhenhentsa ,2
462,wena no ku randza hi ku pimissa,2
463,auxeni mho wine ku phuka,2
464,tem ni dondza primeiro para ni khanela,2
465,hinkhomo mo yini hi ku pfuka ,2
466,wena a ni ngue ku hi hloko ni ngo ku yentxa nkatanga ni ku phamela liradzu siku ni siku ,2
467,dzi xile na voz de kanye west,2
468,madala lweyi namufeva wativa stereka,2
469,nikubula rosinha wa mina,2
470,auxeni hoyini ku pfuka,2
471,ya mapfilwa  assim mesmo,2
472,a gwala a dri yelhi namuntlha noh sindrissa,2
473,a mbilo yanga cho ba,2
474,ku saseka naku faneriwa swa wena keep it up,2
475,i ckali nitlanga hi tinamba,2
476,outros  yaba buluku  outras  la kamina kuna txukela  eu  nolavha ku phuza nifamba ,2
477,wene u ximate xa boene  ,2
478,hosi xikwembo xanga mamba yanga mamba yanga hi yamukeli ,2
479,ku laveca mali a ku laveke ntizo laku sasseka  ,2
480,ya ba buluku tsokaaaa ,2
481,i fanela hiku rhandza kereke naku faya miti ya vanhu,2
482,nwana mutxangane i mutxangane em praia do bilene ,2
483,a matapa na marandza na marandza ,2
484,lwandlexiluva ingoma ya ku saseka ,2
485,messi  xipoko a taku dhlaya iku bela bem ,2
486,rixile vayakelany tasmani kurhula a sonto,2
487,a i landzi ti dhlela,2
488,ina mas wa ma navela,2
489,nita txintxa brada,2
490,a mathapa na ma randza ,2
491,ni vhona bem,2
492,ani gwenti hi ngoma ya luwei wah nwanhana  ,2
493,auxeni va jessica ni va jessico,2
494,kassi hi wena lolita ,2
495,hi va khale ka mungangu lowo  ,2
496,hini ya tsutsuma bai heeee malembe ni malembe ka mugango lowo,2
497,loku u khaya nkakau tlanga hii posio ,2
498,edjoh a gaju yini vhoku pah ,2
499,phaphamanamunghana  na xipano xa phaphama inkomu swinene ahitireni hita hola male yosaseka siku ra kahle na kava engiserhi ixigwambana egwambeland,2
500,a lirandzu la patima,2
501,u ta mu vona lu lala nyana x ku vi a d ti nga txayi  ,2
502,ni lavha ku hanha na yena mina ningue fambi hi lane ,2
503,swi nga va njhn loko mo xavisa paper ra far post every week hita sapota nwana mhani,2
504,u zandza swilu,2
505,hi ta humula guwa,2
506,makwezu niko kombelela ka xikwembu a minkateko ni hinkwafswo fi ku fanelaka ti male ma gudi laifi ni mintirho yo tala parabenja  ,2
507,mom of kids mamana wa vanana,2
508,ndlela yi rhandza mehe,2
509,joyous celebration  hi hanya mahala ,2
510,hina hi hanya mahala ka jesu ,2
511,a gwala hi phuzile ,2
512,siku dza namuhla dzi kathekil ,2
513,wa hemba heineken e txilar aqui ,2
514,damn na nadzika yaay,2
515,desafiodedezdias siku dza wu muni  ,2
516,hiya tlhava mavacina hooo ka docodela ,2
517,a mavele ya ku tsamisseka ,2
518,valeu meu cota a niku hi yessu hi kakunene ,2
519,hlula mine u hlula tingonyamo u ta teka tiko i dzaco,2
520,ohhh hosy yanga dzi xurisse hi moya waku dzi tiya dlhelene yaku  saudades,2
521,a xitombo xa nandzika,2
522,aloku niku im         ya ba buluko ,2
523,buya u teka ma kona hi stock,2
524,ungalaxlhi davhuku wawena davhuku wa wena hivhutomi bom dia  javanhane guij gaza ,2
525,se yaba buluku leyi ,2
526,a swilo swa matilo swi lava ku hiteka      ,2
527,ni humile ,2
528,na wena ti twissi a u hi voni hina hi puzah m dswala na hidla ti nyama hita dzudza switresse discover happy by mr bow on deezer ,2
529,hina matxangana vah hi tiva hiku tsaka  ,2
530,ni lava male s,2
531,a xitimela xi ni siyile muzaia,2
532,mu xava kwini a nyama ya homu,2
533,ah wa wassate waku shonga hungh wa whettii wena,2
534,a wasati vomu taratara jurooo a wasati vomu ghenissa salo a shongaaa  vovo dele ,2
535,nisuka xokwe sweswi tani bazara ka xingangi agora,2
536,swo yini ku phfuka,2
537,teka famba o txova ,2
538,ni bom bay,2
539,ni li hinkwaxu ta xona hi mintizo ya xikwembu,2
540,historicendtimerevival celebrando o senhor mikulunguana ka yesu alilililililililili alilililililililili alilililililililili alilililililililili ,2
541,nikensa yesu  ,2
542,wa swi tivela,2
