,tweet,label
103,birashoboka se ko nayibona nubwo yanshuka  ko aho ngeze nkeneye ninkingi ya shugamami ibyo nigira byose nkeneye shugamami ,0
104,nabuzwa niki nukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro,0
105,ariko abantu basigaye barabaye ibibwa kweliii inyogo ye abantu ko babitangariye si ikinyarwanda puuuuuuuuu mwabibwamwe,0
106,nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa harya how to spell relesionsheep  ,0
107,ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera ,0
108,ntago ari bubisome wikwirushya bro ,0
109,uzashake uwo utera inda none se ko wanze ko bayigutera urumva umwana azavahe,0
110,iyahure sha ntihagire ukubeshya ngo ubireke,0
111,nta wanyoye inka ugira umunabi cg ngo abe ikigwari cg se ngo abe igifura,0
112,nyuma ya  dore undi musore ushaka kumenya agasimba basa cyane cyane mumaso  ,0
113,ese ni gute inyama zihabwa uburenganzira bwo gukomeza gucuruzwa kandi amatungo akirwara byo gushyingurwa ruhangodistrict ,0
114,uyu musaza nahuye nawe agenda mbona uko agenda biteye agahinda ubushake numuhate afite agenda gushaka icyamubeshaho rwose arababaje  ,0
115,ubundi usibye ubujajwa muri douche uburi kuririmbira nde,0
116,iyaba bumvagango amafuti yabo ninabwo bugabo hhhhhh,0
117,jya wisubiraho kandi wonse umwana ureke ubuntu bumeze nkubujajwa bwo kuvugw ko wanze konsa umwana,0
118,muri space umuntu abaye muted none haruvuzengo mu myuture ,0
119,let be your hero wamukobwa nateretaga mubwirako tuzakora marriage nsoje kwiga ubu yakwigira ahandi ndabona ntazasoza,0
120,ikibazo ni aging ubwo hibajijwe uko umwana yafashe umuntu mukuru vs ,0
121,kandi ntazinda ni naryo ryakunshoborera dore nabonye usigaye ungana nicyogere mu nkuba ntumubwire,0
122,gerald pique yagize ikibazo cyimvune igihe azamara hanze yikibuga ntabwo kirakenyekana   fm ,0
123,inzangano hagati yimiryango ikaba iravutse maze abana bakahatikira weeee,0
124,yashakaga ayo kujyana ikuzimu nako kugismentidore haburaga na masaha make ngo dushoke ,0
125,ndabyemeye uri imbuah kundusha,0
126,amabyise ya shitani abasate konjye ntakoresha toilet hamwe nasatani ,0
127,ugasanga umuntu afite ibibazo isi yamureye na we yarangiza ntiyibabarire akiyongereraho ibindi ,0
128,nta nubwo numva ko minister yakosora ikibonezamvugo kuri tweeter keretse niba hari ubuntu butumwa yazimije,0
129,ndumiwe koko byaba ari bimwe bita gukosoza icyaha ikindi ariko ikigaragara nuko ibi birenze kuba ubuhotozi,0
130,cg igikwe cyarapfuye agnes yamuteye uwinyuma none atangiye kuvugishwa namenya ko ntabidashira kuko umurindi bari bazanye bahorana sinz,0
131,none se abaginga baba bazi ko kubafollowinga batagira na joies bimariye ikibbo batamfollowinga,0
132,cyane rwose kuri bo twahora dushwana cyane ko guhunga kwacu no gupfa kwacu byo bitabarwa nabo,0
133,nari nicaye ahantu numva umwana abajije nyina ngo mbese kunyara bisobanuye ik kugeza nanubu ntabwo aramusubiza ndakomeza mbahe amakuru ,0
134,urayireka ikisararanga ubundi ikikubura da bitabaye ibyo wamara amabuye,0
135,iyo nzi bita gutyo jrashonje ntiyamara abandi inzara ngo yiyibagirwe umunsi uratinze ngo tuyikure mu bibuga burundu,0
136,woga burimunsi se uri unugore mn,0
137,ntabwo nakunze decoration yaho abayobozi bahagarara bavuga ijambo muri women forum     byasaga nabi rwose  cg namaso yanjye atabona neza ,0
138,uyu ni umugome ruharwa sicyo cyabiteye kuko burya numusazi atinya nyina,0
139,nawe harimo ubwenge wabyumva ko amabuye arimo kko,0
140,sinkugwa no mu ntege nkugwa mu dutsinsino maze,0
141,nuko hasuzuguwe umugore ntanubwo ari ugusuzugura ni ugupfobya,0
142,ukwo ni ukwigwizaho no kwikunda ,0
143,gtgusamba gtgasambagurika ubu noneho nakumva impamvu babyita gusambana murabehoe ,0
144,aba bana bombi barangana bose bafite amazi icyenda gusa uko mbibona uyumwana winka ntiyoroshye  ,0
145,ko mutanyotsa umunwa ccg igihe cyanjye ntabwo kirageraingo ,0
146,nta ntego numva umuntu yaba afite ku buryo yatangira akazi kuri  ans,0
147,niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije,0
148,niba bafite ubwoba nibivugire ubwo nibo bazi nikibubatera ariko ubwo bwoba bibudutwerera twese ,0
149,ariko se bigenda bite ngo umuntu yitumire ku meza yanjye nta gahunda dufitanye yumve ko nza kumwishyurira,0
150,uwuzuye ubuyoka no mumaso biragaragara,0
151,wahora niki ko ntanamenye aho wabereye umunsi wumuganura niwo munsi nahuriyemo ninzara iteye ubwoba,0
152,ibintu byambere bitesha umutwe ni uruhinjaurukundo na retake sasetu,0
153,buriya nonese na service zibyiciro ziba ku irembo harimo poor service mu byiciro,0
154,kwa kundi abakobwa bateye nabi bitera ibirungo byinshi gtgtgtgtgtgtgtgtgtgtgtgt ,0
155,abasore mufite gahunda iyi sure ya danger uyu mwana yavamo umugore mwiza cyane aranaryoshye,0
156,amamaza ubushomeri ufite bugere kuri bose wipfa wenyin,0
157,uyu munsi nabeshye landlord ikinyoma gikomeye ariko umenya birankoraho foolsday,0
158,ntibisanzwe abagabo bafashwe nirari bafatira ku ngufu abagore mu rusengero pasteri areba nawe ushake amafoto ,0
159,ariko uziko hari abantu bakora ubukwebashinga urugo bagamije gusenya nkuyu mugore koko yamukorerwa iki ,0
160,hari umuntu wambwiye ngo aba yumva utubari twafungurwa abantu bakaba bitoza gusinda banubahiriza amabwiriza yo kwirinda covid  ubyumvaute ,0
161,subira ig kwa  wa kibwa we,0
162,ariko uri imbua shahu ,0
163,mwiriwe neza mbese kuvugishukuri byagutwariki utagiye kumbuga nkoranya mbaga ngubeshye isi yose ,0
164,kugicamunsi cyuyumunsi nyuma ya exam national  nakandi gashinzi ntabashije kumenya neza  ,0
165,ni ukubera iki ibikorerwa muri afrika byamamazwa mu bucuruzi hakoreshejwe ifoto yumuzungu ktparade hamwe na  ,0
166,akarengane mu nkiko ku gipimo cya  birakabije kwizera ubutabera biri hasi cyane pe  ikwiye icyuhagiro,0
167,mwana waretse kubaga nta kinya mwana     umusaza arimo gukoresha ukuri kwinshi,0
168,izi nkweto zirashaka k zombi inbox dore nabuze aho nzishyira kdi inzara niyose ,0
169,keretse niba ibi narabihimbye ,0
170,cyaze uramuhaye tsu nawe nuko yumva yayibye bruh,0
171,apu aho natume kuko byanze,0
172,nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande ,0
173,uriya ni umuhirimbiri nka bandi bose,0
174,mwahararaga essence itaratumbagira none bugiye kujya bubakeraho inama nabaha ni ugutyaza amaguru cyangwa mukayoboka amagare,0
175,hanyuma bakirirwa batwigisha democracy kandi deep down babizi ko na bo bayumva nkigihuha,0
176,byaruta ntagire nakimwe kuko byose kuri ubu ntacyo bimaze,0
177,ndabeshye x ngo nibura unyomoze,0
178,urikigoryi niba ufana indaya zishaje,0
179,wikirata kumwana wababaye ngo nukwi iwanyu bakize amafranga ya so sayawe ,0
180,keretse ari umuhungu udafite ubwenge,0
181,wasanga ari nimbaraga za salongo niyumve nyine ahubwo arihe ibyangiritse byuwo wakodeshaga kuko natabiriha nawe arashya,0
182,yaba agira amashwezi uwo,0
183,uze ariko uzi ko ari umuyede ukugurira,0
184,ngo cyahinda  shaka ahandi uvugaindashyikirwa imodoka itarimo  se twayicaramo ,0
185,nonese twitter niyo ihemba anomangafari ngo  adusogongeze  nubwo nta nzoga ya nzonnyo ariko wapfa kunywa da  ,0
186,nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi  na  murakoze cyane imana ibongerere ububwa ,0
187,kobwa akwaka amafaranga ngo uti ariko wirirwa unyaka amafaranga ndi so mwahura ukamusoma ukamwonka amabere ukangirango we ninyoko,0
188,uwanga rwanda arakwisanga kwisi ari wenyine ,0
189,narintunze rero yego si inka nkawe but ,0
190,ahubwo iyi kipe ko ishaka gukwepa final bite byayo turabategereje pe,0
191,ndasaba reta ko yajya itegeka banyiri amazu gushyira sound proof nkubu kuryama byananiye kubera ibyo urusaku rwumugore tubana mugibangu,0
192,niho yamuhungiye ngo barbara amumereye nabi,0
193,warangiza ngo urumunyamakuru abanyamakuru nibyo mushishikariza aturarwanda akugirango guhashye covid wowe ushyigikiye ko yiyongera mna witekubyukora,0
194,kdi ubwo urarira inyama umuturanyi wawe aburare maze nibucya ubwire imana uti ifunguro ridutunga uriduhe none narumiwe kweli,0
195,mbega inkuru ibabaje umva urugendo rwanyuma rwa akeza rutiyomba elisie umwana w imyaka ,0
196,kubona amafaranga yo kugura ibyo kurya nimyenda udafite ubwenge ntiwabona amafaranga,0
197,uzantumire muri space nguhe ido nido kandi nawe urabizi nuko ubaza nkumunyamakuru nyine,0
198,iyumunsi ntajyiye gusenga mbona i nigga irahagurutse ijya gukongeza itabi kuri buje imbere ya padri setu,0
199,kiriya nicyo ki kwereka ingano y ubukene buri muri africa cyane bihereye mu kuisuzugura,0
200,yasobanuraga ko ikibabaza ari ugukora ibyo byose ukabikorera indashima cg umuntu wibagirwa vuba akibagirwa aho yavuyeakima uwamuhaye ,0
201,ahitwa nyabyondo shyorongi umugore bamutwikishije lisansi arakongoka nyamara ngo yari yarishinganishije ku buyobozi ubu bugome bwaba buterwa niki,0
202,cyane ntiwaba wambaye ubusa ngo urambika umuturanyi,0
203,yes mbabarira sha ubu se iyi nda nayishyira hanze ,0
204,niko kabi uravuzengo urankotinze kuri rib narumiwe koko komeza ubivuge dore aho nigaramiye nubundi ko nytagikwe ibyo ntibindeba,0
205,nonese ko yashakaga gufpa umutwe yashakaga gupfa amaguru,0
206,wowe se ubyaye kangahe ko utambwiye nta makuru nguhaye ntukanseke,0
207,ubukungu bwazahaye kuri wowe utari ufite erega banza urebe imiturirwa yirirwa izamuka buri munsi ese izamurwa namagambo gusa,0
208,ubu se uwaraye muri stade ko itegeko ryasohotse yamaze kuhagera ubwo ntaribuhite afata icyumba,0
209,ubanza umwanzuro wo kutubetingira yawufashe nubundi yasinze cg ntiyari azi aho nguvu itandukaniye namazi,0
210,ibyo uvuze birimo ubumenyi  simvuze ubwenge unyumve neza ubumenyi buke,0
211,utarumva umwana asuhuza se amuhereza ingumi ati gongaho gee,0
212,winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo,0
213,ikibazo ni uko berekana abakoze ibyaha byoroshye ku ma camera ariko this people baba barengereye nitumenye uko byagenze,0
214,mwana urashe hasi izashira kera  ko ntagiteka c izamarwa niki,0
215,ejo nuriye igiti cyegeramye na gereza cyivunika ishami ngwa muri gereza none infumgwa zirikunyita mugenzi wabo,0
216,mutekujya mutera abantu ubwoba azabiki cniyo yagenda uzunguka iki kugura abaturage bokubeshya niwo muronko mwiza,0
217,iyi mbeho irihano hanze nyonzemo nanapfa reka nigendere nubundi aho kwicwa numusonga wakwicwa numwanda,0
218,uravuze ngo abategetsi bose ni abanyagitugu,0
219,ibyo uvuze nukuri kubera ubukonje bihaba byeri iva mwi caise yabaye barafu wagira imaze icyumweru muri fridge,0
220,ishyirahamwe ntiryitandukanya numunyamuryango ahubwo riramuhana cg rikamwirukana   ubanza nta mategeko igira ayigenga icyo si igihano wakwandika muri press release,0
221,humura its a matter of time hari nigihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi,0
222,hhhhh woe ushaka bolo za free gs,0
223,urugero dawidi yatanze nirwo uretseko abaheza nguni bigize inararibonye aribisambo batareka umutoza ngo yigurire abebamanza bakuramo ayabo da,0
224,si ibyo se rata umwana ugikeneye kurerwa kumuhindura umubyeyi nta bumuntu burimo noneho uwamuhaye umwanya ngo amutekerereze tukabimuziza,0
225,rusesabagina ati amategeko yu rwanda sinyazi sinzi nibyo ateganya ishyano riragwira uyu muntu ni we washakaga gufata ubutegetsi rwanda waragowe ariko warabohowe  rusesabaginatrial,0
226,iriya co yashinzwe nka today igahita ihabwa deal ako kanya niyo yanyemejeaba tipe ntanisoni bagira kbsa,0
227,ko mbona nta mikosorere yawe se,0
228,ubuze icyo atuka inka aragira ati dore igicebe cyayo none icyo yavuze utumvise niki ngo usobanurirwe,0
229,uyu muhungu azagutera inda uyumvire mu bwonko shn ,0
230,reka nirire irindazi ubundi nsenge ndyame umuntu ni mubi ibindi byo naba mbeshye,0
231,ndamugaye rwose ubwo bisobanuye ko umunsi wakoze ikosa abantu tuzagukuraho amaboko xbyo ,0
232,agahinda n iki n ukubaka inzi imbeba ikazanamo umugore ikabyara woe ureba ,0
233,azabona ko ubuzima ari nkumukungugu utumukamu muyaga wa serwakira maze aho wari urintihagire nunamenya ko uwo mukungugu wari uhari,0
234,amashyaka ya politike se simbona bafite uruhuri  nibarebe ikindi bahimba amashyaka yo bimaze kugaragara ko ntacyo azabagezaho ,0
235,wagirango imbeho ninzara ni impanga ntibijya bisigana,0
236,yageze kuri noreturning point banzabaramugiriyeyo,0
237,menya itumba ryageze simbimenye ngo nkwikire isuka nshoke ibishanga ndaqkabaye,0
238,cyane nkifata ku myanya ndangakumiro,0
239,ubundise sukubatora bakizamurira iterambere ryimifuka yabo gusa nokudukiza amazi yibiza ntibyabananiye,0
240,ari ukugirango umwana wibyariye abe umutinganyi naho kugirango abe umukinnyi wafilime zurukozasoni wahitamo iki uri umubyeyi,0
241,gukura tweet mu cyongereza ukayishyira mu kinyarwanda nabyo nugushishura mbecile,0
242,ariko ngo hari nabananiwe ingo basigaye bigisha abandi kwigumura mu rushako ntibizoroha,0
243,already wakoze ihohoterwa rishingiye ku mitekereze yaba ihwitse cg idahwitse ntabwo akunda abamugira inama ,0
244,hahahaha no kuba trolling byo ntabirimo ndq,0
245,nsigaye ndwara amaso nabi cyane ubu noneho ndareba mu ikofi nkabonamo ubusa mwandangiye umuti koko,0
246,mbwirire byukavuba aze andebere photoshop ave kubyo kwiyemera hano muheto nijosi wagira ngo nirya girafe,0
247,umva nawe nuguhita mukatira akazi kakoroha  ,0
248,nshuti yanjye umva jyufata umwanya wiherere maze umoke nushaka no guheba ntihakagire ikigutangira  ,0
249,nobese ntuye mu gihuru wanjye,0
250,rip clestin ntawuyirushamabokobtn  isi we ndababaye nshuti yange igendere kbs umunsi ni wawundi ,0
251,ni agahomamunwa c cg njye mbaza ibindeba,0
252,ni injiji mbi idakenewe muri sosiyete nyarwanda kuki atagaragaje abo bafungiwe ibikorwa naduhe urugero areke conspiracy theory sinika manyo,0
253,ikibazo hano nuko uwitesha agaciro ari we nyirubwitekuko sintekereza ko harimwambura kungufu cg ngo abe yibagiwe kwambara,0
254,ase miss ko mbona igiyemo akajagali,0
255,umuraguzi wumutwe yaramumpebeje iyeeee ariko ubanza bidasaba kuraguza ahubwo ibyaha akora numwana arabibona   mwite ku gusaba kwabanyarwanda ,0
256,niyo yaba afite ipinda ringana gute ntacyo twavugana mu maso havuvuka ,0
257,hhhhhh induru bayiha umunwa ngo babashimuse,0
258,ku gisenyi amafi yatangiye gupfa ikirunga cyabaye ikirunga wallah  gomavolcan nyiragongo ,0
259,bakomeze bazerere nka gahini setu ,0
260,nkawe iyo ufata ikipe yigihugu ukayita choir wumva umezute cya kwakira aba clients benshi byakuyayuye ubwonko ,0
261,ko mwambara amasogisi imbere y inkweto ari amasogisi n inkweto hahenda iki,0
262,kuba rayon sports yatsinze umukino ibyo byo simbigarukaho gusa ni ikimwaro kuri department yabasifuzi mu rwanda ,0
263,hama hamwe hubwo woe niba udatwite urahaka cg ukaba urwaye ikibagarira  nagarutse mwiriwe ariko,0
264,mhn nakarye nyina nnx azi amafranga zitwara ngo maze numwanda  mureke wne,0
265,nonese komboka ni bibi cyane iyo wanga gusakuza,0
266,reka reka reka reka muzashakire ahandi ubu byanze,0
267,menyereye ko uhita unshihura,0
268,abikoze namukunda kurushaho jya ugira critical thinking umugabo afite umugongo kimwe numugore kuba yaheka umwana rero ntacyo bitwaye,0
269,abarimu babanyarwanda sinzi icyo bunguka iyumunyeshuri abonye zeru abanyamahanga ko batanga amanota abanyarwanda batuziza iki  ,0
270,hoya bihinduye isura babajyane kuri stade amahoro tubatore tunabareba dii bari kutuyobya wna   ,0
271,nonese ubu nkawe ugiye ureba ibikureba byagutwara iki ,0
272,umutima umenetse uruhare muri jenoside mwamini esprance yaturitse ararira video  igihe ,0
273,nawe wabyikorera kuri  byagenze bite urubuga rwanyu rwaradusiragije mbese ni ubushobozi bucye cg ninshingano zabarenze,0
274,ubu tuvugana hari abantu iminwa iri kurya aho bari buvugire irakweduka bararwara ivutu ryamagambo ,0
275,nukuri ihangane maze umbwire uwo muntu mugutukire mfite uburambe mu gutukana,0
276,ubu kandi iyo bigeze ku mishahara yabarimu tubyumva mubihuha ngo tujyiye kubyigaho guhera  mwahereye kubikenewe kurusha ibindi ra  ,0
277,icyaba kibi kereka ariyo azadutunga umuntu akarya ayo yatanze naho kwicara umuntu yakaba no ku gishyitsi,0
278,basibye logo ye bas shyiraho ibyabo kandi niwe wakoze iyi photoshop kuko uriya mugore yari yenyine,0
279,ikibazo kiri mu kuba yavuze ko bariya bakodeshejwe rero kikaba ikihe hari amakuru amunyomoza ufite,0
280,iyo ni inzara yo mwishyamba ikuvugisha amangambure rwose ngwino mu gihugu wigishwe ureke gutayanjwa,0
281,nyuma ya sambusa zinyama nizibirayi ubu haje na sambusa zumwuka ,0
282,umubwire uti ko mbona uri mubi nari bwabikubwire,0
283,aho mubona yica ni police yarihamusunitse arahagwa ,0
284,niba abakobwa bose ukibabona ugashukura ukumva baruta umwe utereta ba uhagaritse kuyobya uwo mwana ubanze umare irari agapipi kawe ,0
